captions,filepath,class,captions_nepali
"['Many green trees scattered with yellow trees form a piece of forest.', 'Many green trees scattered with yellow trees form a piece of forest.', 'Many green trees scattered with yellow trees form a piece of forest.', 'many green trees scattered by yellow trees form a piece of forest.', 'many green trees scattered with yellow trees form a piece of forest .']",train/forest_207.jpg,वन,"['पहेँलो रूखहरूले छरिएका धेरै हरियो रूखहरूले जंगलको टुक्रा बनाउँछन्।', 'पहेँला रूखहरूले छरिएका धेरै हरिया रुखहरूले जंगलको टुक्रा बनाउँछन्।', 'पहेँला रूखहरूले छरिएका धेरै हरिया रुखहरूले जंगलको टुक्रा बनाउँछन्।', 'पहेँला रूखहरूले छरिएका धेरै हरियो रूखहरू जङ्गलको टुक्रा बनाउँछन्।', 'पहेँला रूखहरूले छरिएका धेरै हरियो रूखहरू जंगलको टुक्रा बनाउँछन्।']"
"['Many aircraft were moored offshore.', 'a large number of cars parked near the airport plains .', 'an airport are there .', 'many planes here .', 'many of the planes were docked on the wide .']",train/airport_322.jpg,विमानस्थल,"['धेरै विमानहरू अपतटीय मुर गरिएका थिए।', 'विमानस्थल मैदान नजिकै ठूलो संख्यामा कार पार्क गरिएको छ।', 'त्यहाँ एयरपोर्ट छ।', 'यहाँ धेरै विमानहरू छन्।', 'धेरै विमानहरू चौडामा डक गरिएका थिए।']"
"['there is a square house in the middle of the forest .', 'there is a circular building in the southeast of the house .', 'the yellow spaces around the white buildings are surrounded by green vegetation.', 'in the middle of a piece of green there was a yellow spaces with a white building .', 'the yellow spaces around the white buildings are surrounded by green vegetation .']",train/sparseresidential_33.jpg,आवासीय क्षेत्र,"['जङ्गलको बीचमा एउटा चौकोनी घर छ।', 'घरको दक्षिणपूर्वमा गोलाकार भवन छ।', 'सेतो भवनहरू वरपरका पहेंलो ठाउँहरू हरियो वनस्पतिले घेरिएका छन्।', 'हरियो टुक्राको बीचमा सेतो भवनको साथ पहेँलो ठाउँ थियो।', 'सेतो भवनहरू वरपरका पहेंलो ठाउँहरू हरियो वनस्पतिले घेरिएका छन्।']"
"['Some buildings and green trees are on one side of a road.', 'Some green buildings and trees are on one side of a road.', 'Some green buildings and trees are on one side of a road.', 'Some green buildings and trees are on one side of a road.', 'some buildings and green trees are in one side of a road .']",train/mediumresidential_224.jpg,आवासीय क्षेत्र,"['सडकको एक छेउमा केही भवन र हरिया रुखहरू छन्।', 'सडकको एक छेउमा केही हरिया भवन र रूखहरू छन्।', 'सडकको एक छेउमा केही हरिया भवन र रूखहरू छन्।', 'सडकको एक छेउमा केही हरिया भवन र रूखहरू छन्।', 'केही भवन र हरिया रुखहरू सडकको एक छेउमा छन्।']"
"['Many pieces of agricultural land are found on both sides of a curved yellow river.', 'many pieces of agricultural land are found on two sides of a curved yellow river.', 'many pieces of agricultural land are on two sides of a curved yellow river.', 'many pieces of agricultural land are on two sides of a curved yellow river.', 'many pieces of farmlands are in two sides of a curved yellow river .']",train/river_2.jpg,नदी,"['कृषि जग्गाका धेरै टुक्राहरू घुमाउरो पहेंलो खोलाको दुवै किनारमा पाइन्छ।', 'धेरै टुक्रा खेतीयोग्य जमिन घुमेको पहेंलो खोलाको दुई किनारमा छ।', 'धेरै टुक्रा खेतीयोग्य जमिन घुमेको पहेंलो खोलाको दुई किनारमा छ।', 'धेरै टुक्रा खेतबारीहरू घुमाउरो पहेंलो नदीको दुई किनारमा छन्।']"
"['Some green plants and bare land are around an irregular pond.', 'some green plants and bare lands are around an irregular pond.', 'some green plants and bare lands are around an irregular pond.', 'some green plants and brazen lands are around an irregular pond.', 'some green plants and barelands are around an irregular pond .']",train/pond_274.jpg,पोखरी,"['केही हरियो बिरुवा र खाली जमिन अनियमित पोखरी वरिपरि छन्।', 'केही हरियो बोटबिरुवा र खाली जमिनहरू अनियमित पोखरी वरिपरि छन्।', 'केही हरियो बोटबिरुवा र खाली जमिनहरू अनियमित पोखरी वरिपरि छन्।', 'केही हरियो बिरुवाहरू र बेलगाम जमिनहरू अनियमित पोखरी वरिपरि छन्।', 'केही हरियो बोटबिरुवा र खाली जमिनहरू अनियमित पोखरी वरिपरि छन्।']"
"['Many green plants are found on both sides of a curved river.', 'many green plants are located on two sides of a curved river.', 'many green plants are found on two sides of a curved river.', 'many green plants are on two sides of a curved river.', 'many green plants are in two sides of a curved river .']",train/river_154.jpg,नदी,"['बक्र नदीको दुबै छेउमा धेरै हरियो बिरुवाहरू पाइन्छ।', 'धेरै हरियो बिरुवाहरू घुमाउरो नदीको दुई किनारमा अवस्थित छन्।', 'धेरै हरियो बिरुवाहरू घुमेको नदीको दुई किनारमा छन्।', 'धेरै हरियो बिरुवा घुमेको नदीको दुई किनारमा छन्।']"
"['s a piece of green mountain."" ""It', 's a piece of green mountain."" ""It', 'it is a piece of green mountain .']",train/mountain_181.jpg,पहाड,['यो हरियो पहाडको टुक्रा हो।']
"['Some buildings and some green trees are located in an average residential area.', 'some buildings and some green trees are located in an average residential area.', 'some buildings and some green trees are located in an average residential area.', 'some buildings and some green trees are in an average residential area.', 'some buildings and some green trees are in a medium residential area .']",train/mediumresidential_131.jpg,आवासीय क्षेत्र,"['केही भवनहरू र केही हरियो रूखहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'केही भवनहरू र केही हरियो रूखहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'केही भवनहरू र केही हरियो रूखहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'केही भवनहरू र केही हरियो रूखहरू औसत आवासीय क्षेत्रमा छन्।', 'केही भवनहरू र केही हरियो रूखहरू मध्यम आवासीय क्षेत्रमा छन्।']"
"['Many green trees are in a forest.', 'Many green trees are in a forest.', 'Many green trees are in a forest.', 'Many green trees are in a forest.', 'many green trees are in a forest .']",valid/forest_90.jpg,वन,"['जङ्गलमा धेरै हरिया रुखहरू छन्।', 'जङ्गलमा धेरै हरिया रुखहरू छन्।', 'जङ्गलमा धेरै हरिया रुखहरू छन्।', 'जङ्गलमा धेरै हरिया रुखहरू छन्।', 'जङ्गलमा धेरै हरिया रुखहरू छन्।']"
"['Many trees are planted around the playground.', 's a red track around the football field.""', '', '']",train/playground_349.jpg,खेळमैदान,"['खेल मैदान वरिपरि धेरै रूखहरू रोपिएका छन्।', 'फुटबल मैदान वरिपरि रातो ट्र्याक छ .', 'खेल मैदान वरिपरि धेरै रुखहरू रोपिएका छन्।', 'खेल मैदान वरिपरि धेरै रुखहरू रोपिएका छन्।']"
"['Many people are on a football pitch near several buildings and green trees.', 'many people are in a football field near several buildings and green trees.', 'many people are in a football field near different green buildings and trees.', 'many people are in a football field near several buildings and green trees.', 'many people are in a football field near several buildings and green trees .']",train/playground_166.jpg,खेळमैदान,"['धेरै मानिसहरू धेरै भवनहरू र हरियो रूखहरू नजिकै फुटबल मैदानमा छन्।', 'धेरै मानिसहरू धेरै भवनहरू र हरियो रूखहरू नजिकै फुटबल मैदानमा छन्।', 'धेरै मानिसहरू विभिन्न हरियो भवन र रूखहरू नजिकै फुटबल मैदानमा छन्।', 'धेरै मानिसहरू धेरै भवनहरू र हरियो रूखहरू नजिकै फुटबल मैदानमा छन्।', 'धेरै मानिसहरू धेरै भवनहरू र हरियो रूखहरू नजिकै फुटबल मैदानमा छन्।']"
"['there are a few blocks divided by straight roads with gardens in the center and houses on the edges.', 'there are some blocks divided by straight roads with gardens in the center and houses on the edges.', 'there are some blocks divided by straight roads  with gardens in the center and houses on the edges .', 'we can see a dense residential area is seperated by straight roads .', 'many red buildings and some green trees are orderly in a dense residential area .']",test/denseresidential_408.jpg,आवासीय क्षेत्र,"['त्यहाँ केही ब्लकहरू बीचमा बगैंचा र छेउमा घरहरू भएका सीधा सडकहरूले विभाजित छन्।', 'त्यहाँ केही ब्लकहरू बीचमा बगैंचा र छेउमा घरहरू भएका सीधा सडकहरूले विभाजित छन्।', 'त्यहाँ केही ब्लकहरू बीचमा बगैंचा र छेउमा घरहरू भएका सीधा सडकहरूले विभाजित छन्।', 'हामीले देख्न सक्छौं कि घना आवासीय क्षेत्र सीधा सडकहरूले अलग गरिएको छ।', 'धेरै रातो भवनहरू र केही हरियो रूखहरू घना आवासीय क्षेत्रमा व्यवस्थित छन्।']"
"['next to the playground is a house with a grey roof.', 'the playground is surrounded by a dense range of residential areas.', 'the playground is surrounded by a dense array of residential areas .', 'next to the playground is a house with a grey roof.', 'next to the playground is a house with a grey roof .']",test/playground_47.jpg,खेळमैदान,"['खेल मैदानको छेउमा खैरो छाना भएको घर छ।', 'खेल मैदान आवासीय क्षेत्रहरूको घना दायराले घेरिएको छ।', 'खेल मैदान आवासीय क्षेत्रहरूको बाक्लो सरणीले घेरिएको छ।', 'खेल मैदानको छेउमा खैरो छाना भएको घर छ।', 'खेल मैदानको छेउमा खैरो छाना भएको घर छ।']"
"['the limpid pond surrounded by yellow land with sparse trees is like a glove .', 'next to the road is a pond of ploygon and four square ponds in a bare land with clusters of trees.', 'beside the road  here is a ploygon pond and four square ponds in a bareland with clusters of trees .', 'water in this pond is waving while several trees stands sparsely by the bank .', 'some sparsely distributed green trees are near an irregular green pond .']",test/pond_408.jpg,पोखरी,"['बिरल रूखहरूले घेरिएको पहेँलो जमिनले घेरिएको लिम्पिड पोखरी पन्जाजस्तै छ।', 'सडकको छेउमा रूखहरूको गुच्छाले भरिएको खाली जमिनमा प्लायगनको पोखरी र चार वर्गको पोखरी छ।', 'यहाँ सडकको छेउमा एउटा प्लोयगन पोखरी र रूखहरूको गुच्छा भएको खाली भूमिमा चार वर्गको पोखरी छ।', 'यस पोखरीमा पानी हल्लिरहेको छ, जबकि धेरै रुखहरू छेउमा उभिएका छन् .', 'केही थोरै वितरित हरियो रूखहरू अनियमित हरियो पोखरी नजिक छन्।']"
"['two rows of houses lined up along the road on the lawn.', 'two rows of houses lined up along the road on the lawn .', 'the meadow contains a residential with some tress decorating .', 'several houses with yards are settled alongside the straight road in the middle of lawn .', 'some buildings and many green plants are in a medium residential area .']",train/mediumresidential_182.jpg,आवासीय क्षेत्र,"['लानमा सडक छेउमा दुई पङ्क्तिका घरहरू।', '', '', '']"
"['a building is surrounded by many green trees.', 'the brown villa is surrounded by dense forest.', 'the brown villa is surrounded by dense forest .', 'a building is surrounded by many green trees.', 'a building is surrounded by many green trees .']",train/sparseresidential_11.jpg,आवासीय क्षेत्र,"['एउटा भवन धेरै हरियो रूखहरूले घेरिएको छ।', 'ब्राउन भिला घना जंगलले घेरिएको छ।', 'ब्राउन भिला घना जंगलले घेरिएको छ।', 'एउटा भवन धेरै हरिया रूखहरूले घेरिएको छ।', 'एउटा भवन धेरै हरियो रूखहरूले घेरिएको छ।']"
"['the playground consists of a red track and a green football field.', 'the playground is surrounded by lush trees and houses .', 'a playground is surrounded by many green trees and some buildings.', 'a playground is surrounded by many green trees and some buildings .', 'the playground consists of a red track and a green football field .']",train/playground_310.jpg,खेळमैदान,"['खेल मैदानमा रातो ट्र्याक र हरियो फुटबल मैदान हुन्छ।', 'खेल मैदान हरिया रुख र घरहरूले घेरिएको छ।', 'एउटा खेल मैदान धेरै हरिया रूखहरू र केही भवनहरूले घेरिएको छ।', 'एउटा खेल मैदान धेरै हरिया रूखहरू र केही भवनहरूले घेरिएको छ।', 'खेल मैदानमा रातो ट्र्याक र हरियो फुटबल मैदान हुन्छ।']"
"['some aircraft are close to two terminals in an airport.', 'some planes are close to two terminals at an airport.', 'some planes are close to two terminals at an airport.', 'Some planes are close to two terminals at an airport.', 'some planes are near two terminals in an airport .']",train/airport_300.jpg,विमानस्थल,"['केही विमानहरू एयरपोर्टमा दुई टर्मिनलहरू नजिक छन्।', 'केही विमानहरू एयरपोर्टमा दुई टर्मिनलको नजिक छन्।', 'केही विमानहरू एयरपोर्टमा दुई टर्मिनलको नजिक छन्।', 'केही विमानहरू एयरपोर्टमा दुई टर्मिनलको नजिक छन्।', 'केही विमानहरू एयरपोर्टमा दुई टर्मिनल नजिक छन्।']"
"['is a mountain near the river.', 'the water from the mountains to stay .', 'Many green plants are found on both sides of a curved river.', 'many green plants are in two sides of a curved river .', 'is a mountain near the river .']",valid/river_95.jpg,नदी,"['नदी नजिकैको पहाड हो।', 'पहाडबाट पानी रहिरहने।', '', '']"
"['we can see the yellow green mountain peak among the green mountains.', 'We can see the yellow green mountain peak among the green mountains.', 'we can see the yellow green mountainpeak among green mountains .', 'it is a majestic mountain with a narrow footpath traverses on its one side .', 'it is a piece of irregular green mountains .']",train/mountain_208.jpg,पहाड,"['हामीले हरियो पहाडको बीचमा पहेँलो हरियो पहाड चुचुरो देख्न सक्छौं।', 'हामीले हरियो पहाडको बीचमा पहेँलो हरियो पहाडको चुचुरो देख्न सक्छौं।', 'हामीले हरियो पहाडको बीचमा पहेँलो हरियो हिमाल देख्न सक्छौं।', 'यो एक राजसी पहाड हो जसको एक तर्फ साँघुरो फुटपाथ छ .', 'यो अनियमित हरियो पहाडको टुक्रा हो।']"
"['Many green buildings and trees are located in an average residential area.', 'many green buildings and trees are located in an average residential area.', 'Many green buildings and trees are located in an average residential area.', 'many green buildings and trees are in an average residential area.', 'many buildings and green trees are in a medium residential area .']",train/mediumresidential_162.jpg,आवासीय क्षेत्र,"['धेरै हरियो भवन र रूखहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै हरियो भवन र रूखहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै हरियो भवन र रूखहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै हरियो भवन र रूखहरू औसत आवासीय क्षेत्रमा छन्।', 'धेरै भवनहरू र हरियो रूखहरू मध्यम आवासीय क्षेत्रमा छन्।']"
"['The airport has a lot of planes.', 'The airport is very wide.', 'the airport is very broad .', 'The airport has a lot of planes.', 'the airport has a lot of planes .']",train/airport_332.jpg,विमानस्थल,"['विमानस्थलमा धेरै विमानहरू छन्।', 'विमानस्थल धेरै फराकिलो छ।', 'विमानस्थल धेरै फराकिलो छ।', 'विमानस्थलमा धेरै विमान छन्।', 'विमानस्थलमा धेरै विमानहरू छन्।']"
"['Some green trees are around an irregular pond.', 'Some green trees are around an irregular pond.', 'Some green trees are around an irregular lake.', 'Some green trees are around an irregular pond.', 'some green trees are around an irregular pond .']",train/pond_153.jpg,पोखरी,"['केही हरियो रूखहरू अनियमित पोखरी वरपर छन्।', 'केही हरिया रुखहरू अनियमित पोखरी वरिपरि छन्।', 'केही हरिया रुखहरू अनियमित तालको वरिपरि छन्।', 'केही हरिया रुखहरू अनियमित पोखरी वरिपरि छन्।', 'केही हरियो रूखहरू अनियमित पोखरी वरिपरि छन्।']"
"['two buildings are around many green trees.', 'two buildings are around many green trees.', 'two buildings are around many green trees.', 'two buildings are around by many green trees.', 'two buildings are around by many green trees .']",valid/sparseresidential_84.jpg,आवासीय क्षेत्र,"['दुई भवन धेरै हरियो रूख वरिपरि छन्।', 'दुई भवन धेरै हरियो रूख वरिपरि छन्।', 'दुई भवन धेरै हरियो रूख वरिपरि छन्।', 'दुई भवन वरिपरि धेरै हरियो रूखहरू छन्।', 'दुई भवन वरपर धेरै हरियो रूखहरू छन्।']"
"['a football field with a track.', 'there is green grass on the football field .', 'a playground surrounded by green trees is near a road with cars.', 'a playground surrounded by green trees is near a road with cars .', 'a football field with a runway .']",train/playground_283.jpg,खेळमैदान,"['ट्र्याक भएको फुटबल मैदान।', 'फुटबल मैदानमा हरियो घाँस छ .', 'हरियो रूखहरूले घेरिएको खेल मैदान कारहरू भएको सडकको छेउमा छ।', 'हरियो रूखहरूले घेरिएको खेल मैदान कारहरू भएको सडकको छेउमा छ।', 'रनवे भएको फुटबल मैदान।']"
"['Many green trees are around a building.', 'Many green trees are around a building.', 'Many green trees are around a building.', 'Many green trees are around a building.', 'many green trees are around a building .']",train/sparseresidential_256.jpg,आवासीय क्षेत्र,"['एउटा भवनको वरिपरि धेरै हरिया रुखहरू छन्।', 'एउटा भवनको वरिपरि धेरै हरिया रुखहरू छन्।', 'एउटा भवनको वरिपरि धेरै हरिया रुखहरू छन्।', 'एउटा भवनको वरिपरि धेरै हरिया रुखहरू छन्।', 'घरको वरिपरि धेरै हरिया रुखहरू छन्।']"
"['Some buildings and many green trees are located in an average residential area.', 'some buildings and many green trees are located in an average residential area.', 'some buildings and many green trees are located in an average residential area.', 'some buildings and many green trees are in an average residential area.', 'some buildings and many green trees are in a medium residential area .']",train/mediumresidential_146.jpg,आवासीय क्षेत्र,"['केही भवनहरू र धेरै हरियो रूखहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'केही भवनहरू र धेरै हरियो रूखहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'केही भवनहरू र धेरै हरियो रूखहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'केही भवनहरू र धेरै हरियो रूखहरू औसत आवासीय क्षेत्रमा छन्।', 'केही भवनहरू र धेरै हरियो रूखहरू मध्यम आवासीय क्षेत्रमा छन्।']"
"['Many green trees are found on both sides of two brown rivers.', 'many green trees are found on two sides of two brown rivers.', 'Many green trees are found on two sides of two brown rivers.', 'many green trees are on two sides of two brown rivers.', 'many green trees are in two sides of two brown rivers .']",train/river_251.jpg,नदी,"['दुई भूरा खोलाको दुबै छेउमा धेरै हरिया रुखहरू पाइन्छन्।', 'दुई भूरा खोलाका दुई छेउमा धेरै हरिया रुखहरू पाइन्छन्।', 'दुई भूरा खोलाका दुई छेउमा धेरै हरिया रुखहरू पाइन्छन्।', 'धेरै हरिया रुख दुईवटा खैरो खोलाको दुई किनारमा छन्।', 'धेरै हरियो रुख दुईवटा खैरो खोलाको दुई किनारमा छन्।']"
"['a building is surrounded by many large green trees.', 'a building is surrounded by many large green trees.', 'a building is surrounded by many large green trees.', 'a building is surrounded by many large green trees.', 'a building is surrounded by many large green trees .']",train/sparseresidential_218.jpg,आवासीय क्षेत्र,"['एउटा भवन धेरै ठूला हरियो रूखहरूले घेरिएको छ।', 'एउटा भवन धेरै ठूला हरियो रूखहरूले घेरिएको छ।', 'एउटा भवन धेरै ठूला हरियो रूखहरूले घेरिएको छ।', 'एउटा भवन धेरै ठूला हरियो रूखहरूले घेरिएको छ।', 'एउटा भवन धेरै ठूला हरियो रूखहरूले घेरिएको छ।']"
"['Here is a playground next to a lawn with trees growing on.', 'Here is a playground next to a lawn with trees growing in.', 'here is a playground beside a lawn with trees growing on .', 'several guys are plaing on this soccer field next to a dozen of cemnet basketball courts .', 'a playground is near some green trees and several basketball fields .']",test/playground_61.jpg,खेळमैदान,"['यहाँ ल्यानको छेउमा रूखहरू बढेको खेल मैदान छ।', 'यहाँ ल्यानको छेउमा एउटा खेल मैदान छ जहाँ रूखहरू बढेका छन्।', 'यहाँ ल्यानको छेउमा एउटा खेल मैदान छ जहाँ रूखहरू बढेका छन्।', 'सेम्नेट बास्केटबल कोर्टको एक दर्जन छेउमा धेरै केटाहरू यो फुटबल मैदानमा खेलिरहेका छन्।', 'खेल मैदान केही हरियो रूखहरू र धेरै बास्केटबल मैदानहरू नजिक छ।']"
"['s a piece of yellow mountain."" ""It', 's a piece of yellow mountain."" ""It', 'it is a piece of yellow mountain .']",train/mountain_19.jpg,पहाड,['यो पहेंलो पहाडको टुक्रा हो।']
"['many green trees and meadows are around a building with a swimming pool.', 'many green trees and meadows are around a building with a swimming pool.', 'Many green trees and meadows are around a building with a swimming pool.', 'many green trees and meadows are around a building with a swimming pool.', 'many green trees and meadows are around a building with a swimming pool .']",train/sparseresidential_222.jpg,आवासीय क्षेत्र,"['धेरै हरियो रूखहरू र घाँसहरू पौंडी पोखरी भएको भवनको वरिपरि छन्।', 'धेरै हरिया रूखहरू र घाँसहरू पौंडी पोखरी भएको भवनको वरिपरि छन्।', 'धेरै हरिया रूखहरू र घाँसहरू पौंडी पोखरी भएको भवनको वरिपरि छन्।', 'धेरै हरिया रूखहरू र घाँसहरू पौंडी पोखरी भएको भवनको वरिपरि छन्।', 'धेरै हरियो रूखहरू र घाँसहरू पौंडी पोखरी भएको भवनको वरिपरि छन्।']"
"['the playground consists of a red track and a green football field.', 'the playground is surrounded by dark green trees .', 'Some green trees are near a football field.', 'some green trees are near a football field .', 'the playground consists of a red track and a green football field .']",train/playground_319.jpg,खेळमैदान,"['खेल मैदानमा रातो ट्र्याक र हरियो फुटबल मैदान हुन्छ।', 'खेल मैदान गाढा हरियो रूखहरूले घेरिएको छ।', 'कुनै हरिया रुखहरू फुटबल मैदान नजिकै छन्।', 'केही हरियो रूखहरू फुटबल मैदान नजिकै छन्।', 'खेल मैदानमा रातो ट्र्याक र हरियो फुटबल मैदान हुन्छ।']"
"['on the ground with a circular bridge.', 'walkway is surrounded by residential buildings and green trees .', 'Many trees and green buildings are located in an average residential area.', 'many green trees and buildings are in a medium residential area .', 'on the ground with a circular walkway .']",valid/mediumresidential_80.jpg,आवासीय क्षेत्र,"['गोलाकार पुल भएको जमिनमा।', 'वाकवे आवासीय भवन र हरियो रूखहरूले घेरिएको छ।', 'धेरै रूखहरू र हरियो भवनहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै हरिया रुख र भवनहरू मध्यम आवासीय क्षेत्रमा छन्।', 'गोलाकार हिड्ने बाटो भएको जमिनमा।']"
"['near an agricultural land there is a residential area in which there are compactly built houses with brick red roofs.', 'near an agricultural land there is a residential area in which there are compactly built houses with red brick roofs.', 'near a farmland  there is a residential area  in which there are compactly built houses with brick red roofs .', 'densely settled rows of houses are in this residential area alongside roads .', 'many red buildings and some green trees are orderly in a dense residential area .']",test/denseresidential_44.jpg,आवासीय क्षेत्र,"['कृषि जग्गाको छेउमा एउटा आवासीय क्षेत्र छ जहाँ इँटाको रातो छाना भएका घरहरू कम्प्याक्ट रूपमा बनाइएका छन्।', 'कृषि जग्गाको छेउमा एउटा आवासीय क्षेत्र छ जहाँ रातो इँटाको छानाले कम्प्याक्ट रूपमा घरहरू बनाइएका छन्।', 'कृषक जग्गा नजिकै एउटा आवासीय क्षेत्र छ जहाँ इँटाको रातो छाना भएका घरहरू कम्प्याक्ट रूपमा बनाइएका छन्।', 'सडकको छेउमा यो आवासीय क्षेत्रमा घरहरूका पङ्क्तिहरू छन् .', 'धेरै रातो भवनहरू र केही हरियो रूखहरू घना आवासीय क्षेत्रमा व्यवस्थित छन्।']"
"['a road is found in many pieces of agricultural land in different green depths.', 'a path is found in many pieces of agricultural land in different green depths.', 'a road is found in many pieces of agricultural land in different green depths.', 'a road is on many pieces of agricultural land in different green depths.', 'a road is in many pieces of farmlands in different green depths .']",train/farmland_264.jpg,खेतीयोग्य भूमि,['सडक विभिन्न हरियो गहिराइमा खेतबारीका धेरै टुक्राहरूमा छ।']
"['the small farm consists of grass and crops.', 'a few crooked paths pass through the farm .', 'many pieces of agricultural land are together.', 'many pieces of farmlands are together .', 'the little farm consists of grass and crops .']",train/farmland_320.jpg,खेतीयोग्य भूमि,"['सानो खेत घाँस र बाली मिलेर बनेको छ।', 'केही बाङ्गो बाटाहरू खेत भएर जान्छ।', 'धेरै टुक्रा खेतीयोग्य जमिन सँगै छन्।', 'धेरै टुक्रा खेतबारी सँगै छन् .', 'सानो खेतमा घाँस र बालीहरू हुन्छन्।']"
"['Many green trees are found on both sides of a curved river.', 'many green trees are located on two sides of a curved river.', 'Many green trees are found on two sides of a curved river.', 'many green trees are on two sides of a curved river.', 'many green trees are in two sides of a curved river .']",train/river_295.jpg,नदी,"['बक्र नदीको दुबै छेउमा धेरै हरिया रुखहरू पाइन्छ।', 'धेरै हरिया रुखहरू घुमेको खोलाको दुई किनारमा छन्।', '', '']"
"['s a piece of green mountain."" ""It', 's a piece of green mountain."" ""It', 'it is a piece of green mountain .']",train/mountain_164.jpg,पहाड,['यो हरियो पहाडको टुक्रा हो।']
"['many agricultural land and crops are gathered together.', 'Many pieces of agricultural land and cultivated land are together.', 'many pieces of farmland and cultivated land are together.', 'many pieces of agricultural land and cultivated land are together.', 'many pieces of farmlands and croplands are together .']",train/farmland_28.jpg,खेतीयोग्य भूमि,"['धेरै खेतीयोग्य जमिन र बालीहरू जम्मा भएका छन्।', 'धेरै टुक्रा खेतीयोग्य जमिन र खेतीयोग्य जमिन सँगै छन्।', 'धेरै टुक्रा खेतीयोग्य जमिन र खेतीयोग्य जमिन सँगै छन्।', 'धेरै टुक्रा खेतीयोग्य जमिन र खेतीयोग्य जमिन सँगै छन्।', 'धेरै टुक्रा खेतबारी र बाली जमिन सँगै छन्।']"
"['many agricultural land and some sparse buildings are together.', 'Many pieces of agricultural land and some scarce buildings are together.', 'many pieces of agricultural land and some scattered buildings are together.', 'many pieces of agricultural land and some scarce buildings are together.', 'many pieces of farmlands and some sparse buildings are together .']",train/farmland_165.jpg,खेतीयोग्य भूमि,"['धेरै खेतीयोग्य जमिन र केही विरल भवनहरू सँगै छन्।', 'धेरै टुक्रा खेतीयोग्य जमिन र केही दुर्लभ भवनहरू सँगै छन्।', 'धेरै टुक्रा खेतीयोग्य जमिन र केही छरिएका भवनहरू सँगै छन्।', 'धेरै टुक्रा खेतीयोग्य जमिन र केही दुर्लभ भवनहरू सँगै छन्।', 'धेरै टुक्रा खेतबारी र केही विरल भवनहरू सँगै छन्।']"
"['a few white snows are in a piece of khaki mountains.', 'Some white snows are in a piece of khaki mountains.', 'Some white snows are in a piece of caki mountains.', 'Some white snows are in a piece of khaki mountains.', 'some white snows are in a piece of khaki mountains .']",train/mountain_238.jpg,पहाड,"['खाकी पहाडको टुक्रामा केही सेतो हिउँ छ।', 'खाकी पहाडको टुक्रामा केही सेतो हिउँ छ।', 'काकी पहाडको टुक्रामा केही सेतो हिउँ छ।', 'खाकी पहाडको टुक्रामा केही सेतो हिउँ छ।', 'खाकी पहाडको टुक्रामा केही सेतो हिउँ छ।']"
"['a range of dense bushes cover the area.', 'this is a green forest with shades in some parts .', 'a tract of dense bushes cover the area .', 'here lies a deep green lush forest which looks really spectacular .', 'many green trees are in a piece of forest .']",test/forest_59.jpg,वन,"['घना झाडीहरूको दायराले क्षेत्र ढाकेको छ।', 'यो हरियो जङ्गल हो जसको केही भागमा छायाँ छ .', 'घना झाडीहरूले क्षेत्रलाई ढाकेको छ .', 'यहाँ गहिरो हरियो रमणीय जंगल छ जुन साँच्चै शानदार देखिन्छ।', 'जङ्गलको टुक्रामा धेरै हरिया रुखहरू छन्।']"
"['Many green trees are scattered on both sides of a green river.', 'many green trees are scattered on two sides of a curved green river.', 'Many green trees are scattered on two sides of a curved green river.', 'many green trees are scattered on two sides of a curved green river.', 'many green trees are scattered in two sides of a curved green river .']",train/river_276.jpg,नदी,"['हरियो खोलाको दुबै छेउमा धेरै हरिया रुखहरू छरिएका छन्।', 'धेरै हरियो रूखहरू घुमाउरो हरियो खोलाको दुई छेउमा छरिएका छन्।', 'धेरै हरिया रुखहरू घुमेको हरियो खोलाको दुई छेउमा छरिएका छन्।', 'धेरै हरियो रूखहरू घुमाउरो हरियो खोलाको दुई छेउमा छरिएका छन्।', 'धेरै हरियो रूखहरू घुमेको हरियो खोलाको दुई छेउमा छरिएका छन्।']"
"['s a big piece of green mountain.""  ""It', 's a big piece of green mountain.""  ""It', 'it is a large piece of green mountain .']",train/mountain_123.jpg,पहाड,['यो हरियो पहाडको ठूलो टुक्रा हो।']
"['There are many houses on both sides of the river.', 'There was a bare land near the farm.', 'there was a bare land near the farm .', 'There are many houses on both sides of the river.', 'there are many houses on both sides of the river .']",train/river_376.jpg,नदी,"['नदीको दुबै छेउमा धेरै घरहरू छन्।', 'फार्म नजिकै खाली जमिन थियो।', 'फार्म नजिकै खाली जमिन थियो .', 'खोलाको दुबै छेउमा धेरै घरहरू छन्।', 'नदीको दुबै छेउमा धेरै घरहरू छन्।']"
